package_name,version_latest,author,license,summary,keywords,requires_python,dependency_count,home_page,classifiers,total_versions,first_release_date,latest_release_date
mlx-lm,0.31.1,MLX Contributors,MIT,LLMs with MLX and the Hugging Face Hub,,>=3.8,16,https://github.com/ml-explore/mlx-lm,,94,2024-01-12,0.31.1
mujoco,3.6.0,,,MuJoCo Physics Simulator,,>=3.10,17,https://github.com/google-deepmind/mujoco,Development Status :: 5 - Production/Stable|Intended Audience :: Developers|Intended Audience :: Science/Research|Natural Language :: English|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Topic :: Scientific/Engineering,45,2022-03-15,3.6.0
nannyml,0.13.1,Niels Nuyttens,Apache-2.0,"NannyML, Your library for monitoring model performance.",,"<3.13,>=3.9",27,https://github.com/nannyml/nannyml,Development Status :: 4 - Beta|Intended Audience :: Developers|License :: OSI Approved :: Apache Software License|Natural Language :: English|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9,35,2023-11-21,0.13.1
neuralforecast,3.1.5,,Apache-2.0,Time series forecasting suite using deep learning models,"time-series, forecasting, deep-learning",>=3.10,9,https://github.com/Nixtla/neuralforecast/,Development Status :: 4 - Beta|Intended Audience :: Developers|License :: OSI Approved :: Apache Software License|Natural Language :: English|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13,38,2022-02-02,3.1.5
node2vec,0.5.0,elior,MIT,Implementation of the node2vec algorithm,,"<4.0,>=3.8",5,https://github.com/eliorc/node2vec,License :: OSI Approved :: MIT License|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9,17,2017-12-08,0.5.0
nvidia-modelopt,0.42.0,NVIDIA Corporation,Apache 2.0,Nvidia Model Optimizer: a unified model optimization and deployment toolkit.,,"<3.13,>=3.10",142,https://github.com/NVIDIA/Model-Optimizer,Intended Audience :: Developers|Intended Audience :: Science/Research|Programming Language :: Python :: 3|Topic :: Scientific/Engineering :: Artificial Intelligence,31,2024-04-30,0.42.0
omegaconf,2.3.0,Omry Yadan,,A flexible configuration library,yaml configuration config,>=3.6,3,https://github.com/omry/omegaconf,License :: OSI Approved :: BSD License|Operating System :: OS Independent|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.6|Programming Language :: Python :: 3.7|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9,148,2018-09-03,2.3.0
openfold,0.0.1,"Juncong Moo,Gustaf Ahdritz & DeepMind","Apache License, Version 2.0",A PyTorch reimplementation of DeepMind's AlphaFold 2,,,0,https://github.com/aqlaboratory/openfold,Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.8|Programming Language :: Python :: 3.9,1,2023-03-11,0.0.1
opentelemetry-instrumentation-openai,0.53.3,,,OpenTelemetry OpenAI instrumentation,,"<4,>=3.10",5,,,253,2023-09-05,0.53.3
outetts,0.4.4,OuteAI,,OuteAI Text-to-Speech (TTS),,>=3.10,28,https://github.com/edwko/OuteTTS,License :: OSI Approved :: Apache Software License|Operating System :: OS Independent|Programming Language :: Python :: 3,17,2024-11-04,0.4.4
pii-codex,0.6.1,Eidan J. Rosado,BSD 3-Clause,"PII Detection, Categorization, and Severity Assessment","PII, PII topology, personal identifiable information, risk assessment, risk categories","<4,>=3.10",28,https://github.com/EdyVision/pii-codex,Development Status :: 1 - Planning|Intended Audience :: Science/Research|License :: OSI Approved :: BSD License|Programming Language :: Python :: 3,17,2022-10-09,0.6.1
presidio-analyzer,2.2.362,Presidio,,Presidio Analyzer package,presidio_analyzer,"<3.14,>=3.10",28,https://github.com/Microsoft/presidio,License :: OSI Approved :: MIT License|Operating System :: OS Independent|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13,106,2021-02-05,2.2.362
presidio-anonymizer,2.2.362,Presidio,,Presidio Anonymizer package - replaces analyzed text with desired values.,presidio_anonymizer,"<4.0,>=3.10",6,https://github.com/Microsoft/presidio,License :: OSI Approved :: MIT License|Operating System :: OS Independent|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13,42,2021-02-08,2.2.362
promptbench,0.0.4,,,PromptBench is a powerful tool designed to scrutinize and analyze the interaction of large language models with various prompts. It provides a convenient infrastructure to simulate **black-box** adversarial  **prompt attacks** on the models and evaluate their performances.,"pytorch, large language models, prompt tuning, dyval, evaluation",>=3.9,18,https://github.com/microsoft/promptbench,,5,2023-12-05,0.0.4
promptfoo,0.1.3,,MIT,"Python wrapper for the promptfoo CLI - LLM testing, red teaming, and security evaluation","ai, evaluation, llm, promptfoo, red-team, security, testing",>=3.9,7,https://www.promptfoo.dev,Development Status :: 4 - Beta|Intended Audience :: Developers|License :: OSI Approved :: MIT License|Operating System :: OS Independent|Programming Language :: Python :: 3|Programming Language :: Python :: 3.10|Programming Language :: Python :: 3.11|Programming Language :: Python :: 3.12|Programming Language :: Python :: 3.13|Programming Language :: Python :: 3.9|Topic :: Scientific/Engineering :: Artificial Intelligence|Topic :: Security|Topic :: Software Development :: Testing,4,2024-08-19,0.1.3
prompttools,0.0.46,Hegel AI,Proprietary,Tools for LLM prompt testing and experimentation,,>=3.10,9,https://github.com/hegelai/prompttools,License :: OSI Approved :: Apache Software License|Operating System :: OS Independent|Programming Language :: Python :: 3,45,2023-06-25,0.0.46
pybullet,3.2.7,"Erwin Coumans, Yunfei Bai, Jasmine Hsu",zlib,Official Python Interface for the Bullet Physics SDK specialized for Robotics Simulation and Reinforcement Learning,"game development, virtual reality, physics simulation, robotics, collision detection, opengl",,0,https://github.com/bulletphysics/bullet3,Development Status :: 5 - Production/Stable|Framework :: Robot Framework|Intended Audience :: Science/Research|License :: OSI Approved :: zlib/libpng License|Operating System :: MacOS|Operating System :: Microsoft :: Windows|Operating System :: POSIX :: Linux|Programming Language :: Python|Programming Language :: Python :: 2.7|Programming Language :: Python :: 3.4|Programming Language :: Python :: 3.5|Programming Language :: Python :: 3.6|Programming Language :: Python :: 3.7|Programming Language :: Python :: 3.8|Topic :: Games/Entertainment :: Simulation|Topic :: Scientific/Engineering :: Artificial Intelligence,220,2017-04-03,3.2.7
pyrobolearn,0.0.0,Brian Delhaisse,(c) Brian Delhaisse,A Python framework for roboticists and machine learning practitioners,,,27,https://github.com/robotlearn/pyrobolearn,License :: OSI Approved :: MIT License|Operating System :: POSIX :: Linux|Programming Language :: Python :: 2.7|Programming Language :: Python :: 3.5,1,2019-04-16,0.0.0
ragas,0.4.3,,"Apache License
                                   Version 2.0, January 2004
                                http://www.apache.org/licenses/
        
           TERMS AND CONDITIONS FOR USE, REPRODUCTION, AND DISTRIBUTION
        
           1. Definitions.
        
              ""License"" shall mean the terms and conditions for use, reproduction,
              and distribution as defined by Sections 1 through 9 of this document.
        
              ""Licensor"" shall mean the copyright owner or entity authorized by
              the copyright owner that is granting the License.
        
              ""Legal Entity"" shall mean the union of the acting entity and all
              other entities that control, are controlled by, or are under common
              control with that entity. For the purposes of this definition,
              ""control"" means (i) the power, direct or indirect, to cause the
              direction or management of such entity, whether by contract or
              otherwise, or (ii) ownership of fifty percent (50%) or more of the
              outstanding shares, or (iii) beneficial ownership of such entity.
        
              ""You"" (or ""Your"") shall mean an individual or Legal Entity
              exercising permissions granted by this License.
        
              ""Source"" form shall mean the preferred form for making modifications,
              including but not limited to software source code, documentation
              source, and configuration files.
        
              ""Object"" form shall mean any form resulting from mechanical
              transformation or translation of a Source form, including but
              not limited to compiled object code, generated documentation,
              and conversions to other media types.
        
              ""Work"" shall mean the work of authorship, whether in Source or
              Object form, made available under the License, as indicated by a
              copyright notice that is included in or attached to the work
              (an example is provided in the Appendix below).
        
              ""Derivative Works"" shall mean any work, whether in Source or Object
              form, that is based on (or derived from) the Work and for which the
              editorial revisions, annotations, elaborations, or other modifications
              represent, as a whole, an original work of authorship. For the purposes
              of this License, Derivative Works shall not include works that remain
              separable from, or merely link (or bind by name) to the interfaces of,
              the Work and Derivative Works thereof.
        
              ""Contribution"" shall mean any work of authorship, including
              the original version of the Work and any modifications or additions
              to that Work or Derivative Works thereof, that is intentionally
              submitted to Licensor for inclusion in the Work by the copyright owner
              or by an individual or Legal Entity authorized to submit on behalf of
              the copyright owner. For the purposes of this definition, ""submitted""
              means any form of electronic, verbal, or written communication sent
              to the Licensor or its representatives, including but not limited to
              communication on electronic mailing lists, source code control systems,
              and issue tracking systems that are managed by, or on behalf of, the
              Licensor for the purpose of discussing and improving the Work, but
              excluding communication that is conspicuously marked or otherwise
              designated in writing by the copyright owner as ""Not a Contribution.""
        
              ""Contributor"" shall mean Licensor and any individual or Legal Entity
              on behalf of whom a Contribution has been received by Licensor and
              subsequently incorporated within the Work.
        
           2. Grant of Copyright License. Subject to the terms and conditions of
              this License, each Contributor hereby grants to You a perpetual,
              worldwide, non-exclusive, no-charge, royalty-free, irrevocable
              copyright license to reproduce, prepare Derivative Works of,
              publicly display, publicly perform, sublicense, and distribute the
              Work and such Derivative Works in Source or Object form.
        
           3. Grant of Patent License. Subject to the terms and conditions of
              this License, each Contributor hereby grants to You a perpetual,
              worldwide, non-exclusive, no-charge, royalty-free, irrevocable
              (except as stated in this section) patent license to make, have made,
              use, offer to sell, sell, import, and otherwise transfer the Work,
              where such license applies only to those patent claims licensable
              by such Contributor that are necessarily infringed by their
              Contribution(s) alone or by combination of their Contribution(s)
              with the Work to which such Contribution(s) was submitted. If You
              institute patent litigation against any entity (including a
              cross-claim or counterclaim in a lawsuit) alleging that the Work
              or a Contribution incorporated within the Work constitutes direct
              or contributory patent infringement, then any patent licenses
              granted to You under this License for that Work shall terminate
              as of the date such litigation is filed.
        
           4. Redistribution. You may reproduce and distribute copies of the
              Work or Derivative Works thereof in any medium, with or without
              modifications, and in Source or Object form, provided that You
              meet the following conditions:
        
              (a) You must give any other recipients of the Work or
                  Derivative Works a copy of this License; and
        
              (b) You must cause any modified files to carry prominent notices
                  stating that You changed the files; and
        
              (c) You must retain, in the Source form of any Derivative Works
                  that You distribute, all copyright, patent, trademark, and
                  attribution notices from the Source form of the Work,
                  excluding those notices that do not pertain to any part of
                  the Derivative Works; and
        
              (d) If the Work includes a ""NOTICE"" text file as part of its
                  distribution, then any Derivative Works that You distribute must
                  include a readable copy of the attribution notices contained
                  within such NOTICE file, excluding those notices that do not
                  pertain to any part of the Derivative Works, in at least one
                  of the following places: within a NOTICE text file distributed
                  as part of the Derivative Works; within the Source form or
                  documentation, if provided along with the Derivative Works; or,
                  within a display generated by the Derivative Works, if and
                  wherever such third-party notices normally appear. The contents
                  of the NOTICE file are for informational purposes only and
                  do not modify the License. You may add Your own attribution
                  notices within Derivative Works that You distribute, alongside
                  or as an addendum to the NOTICE text from the Work, provided
                  that such additional attribution notices cannot be construed
                  as modifying the License.
        
              You may add Your own copyright statement to Your modifications and
              may provide additional or different license terms and conditions
              for use, reproduction, or distribution of Your modifications, or
              for any such Derivative Works as a whole, provided Your use,
              reproduction, and distribution of the Work otherwise complies with
              the conditions stated in this License.
        
           5. Submission of Contributions. Unless You explicitly state otherwise,
              any Contribution intentionally submitted for inclusion in the Work
              by You to the Licensor shall be under the terms and conditions of
              this License, without any additional terms or conditions.
              Notwithstanding the above, nothing herein shall supersede or modify
              the terms of any separate license agreement you may have executed
              with Licensor regarding such Contributions.
        
           6. Trademarks. This License does not grant permission to use the trade
              names, trademarks, service marks, or product names of the Licensor,
              except as required for reasonable and customary use in describing the
              origin of the Work and reproducing the content of the NOTICE file.
        
           7. Disclaimer of Warranty. Unless required by applicable law or
              agreed to in writing, Licensor provides the Work (and each
              Contributor provides its Contributions) on an ""AS IS"" BASIS,
              WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or
              implied, including, without limitation, any warranties or conditions
              of TITLE, NON-INFRINGEMENT, MERCHANTABILITY, or FITNESS FOR A
              PARTICULAR PURPOSE. You are solely responsible for determining the
              appropriateness of using or redistributing the Work and assume any
              risks associated with Your exercise of permissions under this License.
        
           8. Limitation of Liability. In no event and under no legal theory,
              whether in tort (including negligence), contract, or otherwise,
              unless required by applicable law (such as deliberate and grossly
              negligent acts) or agreed to in writing, shall any Contributor be
              liable to You for damages, including any direct, indirect, special,
              incidental, or consequential damages of any character arising as a
              result of this License or out of the use or inability to use the
              Work (including but not limited to damages for loss of goodwill,
              work stoppage, computer failure or malfunction, or any and all
              other commercial damages or losses), even if such Contributor
              has been advised of the possibility of such damages.
        
           9. Accepting Warranty or Additional Liability. While redistributing
              the Work or Derivative Works thereof, You may choose to offer,
              and charge a fee for, acceptance of support, warranty, indemnity,
              or other liability obligations and/or rights consistent with this
              License. However, in accepting such obligations, You may act only
              on Your own behalf and on Your sole responsibility, not on behalf
              of any other Contributor, and only if You agree to indemnify,
              defend, and hold each Contributor harmless for any liability
              incurred by, or claims asserted against, such Contributor by reason
              of your accepting any such warranty or additional liability.
        
           END OF TERMS AND CONDITIONS
        
           APPENDIX: How to apply the Apache License to your work.
        
              To apply the Apache License to your work, attach the following
              boilerplate notice, with the fields enclosed by brackets ""[]""
              replaced with your own identifying information. (Don't include
              the brackets!)  The text should be enclosed in the appropriate
              comment syntax for the file format. We also recommend that a
              file or class name and description of purpose be included on the
              same ""printed page"" as the copyright notice for easier
              identification within third-party archives.
        
           Copyright [2023] [Vibrant Labs]
        
           Licensed under the Apache License, Version 2.0 (the ""License"");
           you may not use this file except in compliance with the License.
           You may obtain a copy of the License at
        
               http://www.apache.org/licenses/LICENSE-2.0
        
           Unless required by applicable law or agreed to in writing, software
           distributed under the License is distributed on an ""AS IS"" BASIS,
           WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
           See the License for the specific language governing permissions and
           limitations under the License.
        ",Evaluation framework for RAG and LLM applications,,>=3.9,50,https://github.com/vibrantlabsai/ragas,,88,2023-05-14,0.4.3
